Sample	indicators1	indicators2	indicators3	indicators4	indicators5
53760	1	1	1	1	1
53770	0	0	1	0	0
53780	0	0	0	0	0
53790	0	0	0	0	1
53800	1	0	1	0	0
53810	1	0	1	1	0
53820	1	1	1	1	0
53830	0	1	1	1	1
53840	0	1	0	0	1
53850	0	1	1	1	1
53860	1	1	1	1	1
53870	1	1	1	1	1
53880	1	1	1	1	1
53890	1	1	1	1	1
53900	1	1	0	0	1
53910	0	0	0	0	0
53920	0	0	0	0	0
53930	0	0	0	1	0
53940	0	1	0	0	1
53950	0	1	0	1	1
53960	0	0	0	1	0
53970	1	1	1	1	1
53980	1	0	0	0	0
53990	0	1	0	1	0
54000	1	1	1	0	1
54010	1	1	1	1	0
54020	1	0	0	1	1
54030	1	1	0	0	0
54040	1	1	0	1	1
54050	1	1	0	1	1
54060	1	0	0	0	1
54070	1	0	1	0	0
54080	0	1	0	0	1
54090	0	0	0	0	0
54100	0	0	0	0	0
54110	1	0	1	1	1
54120	0	0	1	0	0
54130	1	1	1	0	0
54140	1	0	0	0	1
54150	0	0	0	1	1
54160	0	1	1	0	1
54170	1	1	1	1	0
54180	1	0	0	1	1
54190	0	1	0	1	0
54200	0	0	1	0	0
54210	1	0	0	1	0
54220	0	0	1	0	1
54230	0	0	1	0	1
54240	0	0	0	0	0
54250	0	0	0	0	0
54260	1	1	1	1	1
54270	1	1	1	1	1
54280	1	1	1	1	0
54290	1	1	1	1	0
54300	1	1	1	1	1
54310	1	1	0	1	0
54320	1	1	0	1	0
54330	0	0	0	0	0
54340	0	0	1	1	0
54350	1	0	1	0	0
54360	1	1	1	1	1
54370	1	1	0	1	1
54380	1	1	0	1	0
54390	1	0	0	0	0
54400	1	1	1	0	0
54410	1	0	0	1	1
54420	1	1	1	1	1
54430	1	1	0	1	1
54440	1	1	1	1	1
54450	1	1	1	1	1
54460	1	1	1	0	1
54470	1	1	0	0	1
54480	0	0	0	0	0
54490	0	0	0	0	0
54500	0	0	0	0	0
54510	0	1	0	0	0
54520	0	0	0	0	1
54530	0	0	1	0	0
54540	0	1	1	1	1
54550	0	1	1	1	1
54560	0	0	0	0	0
54570	0	0	1	0	1
54580	0	0	1	0	0
54590	1	0	0	0	0
54600	0	0	1	0	0
54610	0	0	1	1	1
54620	1	0	0	1	0
54630	1	0	0	1	1
54640	0	1	1	0	1
54650	1	1	1	1	1
54660	1	1	1	1	1
54670	1	1	0	1	1
54680	1	0	0	0	0
54690	0	0	0	0	1
54700	1	0	1	0	1
54710	0	1	1	0	0
54720	0	0	1	1	0
54730	0	1	0	0	0
54740	0	1	1	0	0
54750	1	1	1	1	1
54760	0	1	0	0	1
54770	1	1	0	1	0
54780	0	0	1	0	0
54790	1	0	0	0	0
54800	0	0	0	0	0
54810	1	1	1	1	1
54820	0	1	0	1	0
54830	1	0	1	1	1
54840	1	1	1	1	1
54850	1	1	1	1	0
54860	0	0	0	0	0
54870	1	0	0	0	0
54880	0	0	1	1	0
54890	0	0	0	0	0
54900	0	1	1	0	0
54910	1	1	1	1	0
54920	1	1	1	1	1
54930	0	1	0	1	1
54940	1	1	0	1	0
54950	0	0	1	0	1
54960	1	1	1	1	1
54970	1	1	1	1	1
54980	1	0	0	0	0
54990	0	0	1	0	1
55000	1	1	1	0	1
55010	0	0	0	0	0
55020	0	1	0	0	1
55030	0	0	0	1	0
55040	0	0	1	0	1
55050	0	0	0	0	0
55060	1	0	0	0	1
55070	0	0	0	0	0
55080	0	1	0	0	0
55090	0	0	0	1	1
55100	0	0	0	0	0
55110	0	0	0	0	0
55120	0	0	0	1	1
55130	1	1	1	0	0
55140	0	0	0	0	0
55150	0	0	0	0	0
55160	1	1	1	1	1
55170	0	0	0	0	1
55180	0	0	0	0	0
55190	0	1	1	1	0
55200	0	0	0	0	0
55210	1	0	0	0	0
55220	0	0	0	0	0
55230	0	0	0	0	0
55240	1	1	1	1	1
55250	1	1	0	1	1
55260	0	0	0	0	0
55270	0	1	0	0	0
55280	1	1	1	0	1
55290	1	0	1	1	1
55300	0	0	1	0	0
55310	1	0	0	0	1
55320	1	0	1	1	1
55330	1	1	0	0	1
55340	0	0	0	0	1
55350	1	0	0	1	1
55360	1	1	1	1	1
55370	1	0	0	1	1
55380	1	1	0	0	1
55390	1	1	1	1	1
55400	1	1	1	1	1
55410	1	0	1	0	0
55420	1	1	0	1	1
55430	1	0	0	1	1
55440	0	0	0	0	0
55450	1	1	1	1	1
55460	1	1	0	0	1
55470	1	1	1	0	1
55480	0	0	0	0	0
55490	1	1	0	0	0
55500	1	1	1	1	0
55510	1	1	1	1	1
55520	0	0	1	1	1
55530	1	1	1	1	1
55540	1	1	1	1	1
55550	1	1	1	1	1
55560	0	1	1	0	0
55570	1	0	1	1	0
55580	0	0	0	0	0
55590	0	1	0	1	0
55600	0	1	0	0	0
55610	0	1	0	0	0
55620	1	0	1	1	1
55630	1	1	1	1	1
55640	1	1	1	1	0
55650	1	1	1	1	1
55660	1	1	0	1	1
55670	0	0	0	0	0
55680	1	0	0	0	0
55690	0	1	1	0	0
55700	0	1	1	0	0
55710	1	1	0	1	0
55720	1	0	0	0	0
55730	1	1	1	1	1
55740	1	1	1	0	1
55750	1	1	0	0	1
55760	0	1	0	1	0
55770	0	0	0	0	1
55780	1	1	1	1	0
55790	0	0	0	0	1
55800	0	1	0	1	0
55810	0	0	1	0	0
55820	0	0	0	0	0
55830	0	0	0	0	0
55840	1	1	1	1	1
55850	1	1	1	1	1
55860	0	1	0	0	0
55870	1	1	0	1	1
55880	1	1	0	1	0
55890	1	1	0	1	1
55900	0	1	0	0	0
55910	0	1	1	1	1
55920	0	0	0	0	0
55930	1	1	1	0	0
55940	1	1	1	1	1
55950	0	1	1	1	1
55960	1	0	1	0	1
55970	1	0	0	1	1
55980	1	1	1	1	1
55990	1	1	1	1	0
56000	1	0	0	1	1
56010	1	1	1	1	1
56020	1	1	1	1	1
56030	1	1	0	1	1
56040	0	0	0	0	0
56050	1	0	0	0	0
56060	1	0	0	0	0
56070	0	1	0	1	1
56080	1	0	0	1	0
56090	0	0	0	0	0
56100	0	0	1	0	0
56110	0	0	1	0	0
56120	1	1	0	0	1
56130	0	1	0	0	0
56140	1	0	1	1	1
56150	0	0	0	0	0
56160	0	0	1	0	1
56170	0	0	1	1	0
56180	0	1	0	0	1
56190	0	1	1	0	0
56200	0	0	1	0	1
56210	0	1	0	0	0
56220	1	1	1	0	1
56230	1	1	0	1	0
56240	0	0	1	0	0
56250	0	0	0	1	0
56260	1	1	1	1	1
56270	0	0	0	1	0
56280	1	1	1	1	1
56290	1	1	1	0	1
56300	1	1	1	1	1
56310	1	0	1	0	1
56320	0	0	0	0	0
56330	0	0	0	0	0
56340	0	0	0	0	0
56350	0	0	1	0	0
56360	0	0	1	0	0
56370	1	1	1	1	0
56380	1	0	0	1	0
56390	1	1	0	0	1
56400	1	0	1	1	1
56410	0	0	0	0	0
56420	0	0	0	0	1
56430	1	0	1	1	1
56440	0	1	1	1	1
56450	0	0	1	1	1
56460	1	0	0	0	0
56470	1	0	1	1	1
56480	0	1	1	0	0
56490	1	1	0	1	1
56500	1	1	1	1	0
56510	0	0	1	1	1
56520	1	1	1	1	1
56530	1	1	0	0	1
56540	0	1	0	0	1
56550	1	1	1	1	1
56560	0	1	0	0	1
56570	1	1	1	1	1
56580	1	1	1	1	1
56590	1	1	1	1	0
56600	1	1	1	1	0
56610	0	0	0	1	1
56620	1	1	0	1	1
56630	1	1	1	1	1
56640	1	0	0	1	0
56650	0	0	0	0	1
56660	0	1	1	0	1
56670	1	0	1	1	1
56680	1	0	1	1	0
56690	0	1	0	0	1
56700	0	0	0	0	0
56710	0	0	0	0	0
56720	0	0	0	0	0
56730	1	0	0	0	1
56740	1	0	1	1	1
56750	1	1	1	1	1
56760	1	1	1	1	0
56770	1	1	1	1	1
56780	1	1	1	1	1
56790	1	1	1	0	1
56800	1	1	1	1	1
56810	1	1	1	1	1
56820	1	1	0	1	1
56830	1	1	1	1	1
56840	1	1	1	1	1
56850	1	1	1	1	1
56860	0	1	1	1	0
56870	0	0	0	0	0
56880	1	0	0	0	0
56890	1	0	1	1	0
56900	0	0	1	0	0
56910	1	0	0	0	0
56920	1	0	0	1	0
56930	0	0	1	1	1
56940	1	1	1	1	1
56950	1	1	1	1	1
56960	1	0	1	1	1
56970	1	1	1	1	1
56980	1	1	1	1	1
56990	1	1	0	1	0
57000	0	0	1	0	1
57010	0	1	0	1	0
57020	0	0	1	1	0
57030	0	1	0	0	1
57040	0	0	0	0	0
57050	0	0	0	0	1
57060	1	1	1	0	1
57070	1	1	1	1	1
57080	0	1	1	0	1
57090	0	1	1	1	1
57100	1	0	0	1	1
57110	1	1	1	1	1
57120	1	1	1	1	1
57130	1	1	1	1	1
57140	0	0	0	0	0
57150	0	0	0	0	0
57160	1	1	0	1	0
57170	0	0	1	0	0
57180	1	1	1	0	1
57190	1	1	1	1	0
57200	1	0	1	1	1
57210	0	0	0	0	0
57220	0	0	0	0	0
57230	0	1	0	1	0
57240	0	1	1	0	1
57250	0	0	0	0	0
57260	0	0	0	0	0
57270	0	1	0	0	1
57280	1	1	1	1	1
57290	0	0	0	0	0
57300	1	0	1	1	1
57310	1	0	1	1	1
57320	1	0	0	1	0
57330	0	1	1	0	1
57340	1	0	1	1	1
57350	1	0	1	0	0
57360	0	0	0	0	0
57370	1	1	1	1	0
57380	1	0	1	1	1
57390	0	0	0	0	0
57400	0	0	0	0	0
57410	1	0	0	0	0
57420	0	0	0	0	1
57430	0	1	0	1	0
57440	1	1	1	1	1
57450	1	0	0	1	1
57460	0	0	0	0	0
57470	1	0	1	0	0
57480	1	1	0	0	0
57490	0	0	0	1	0
57500	0	1	0	0	0
57510	0	0	0	0	0
57520	0	1	1	0	1
57530	1	0	1	0	1
57540	1	1	0	0	1
57550	1	1	1	1	1
57560	1	1	1	1	1
57570	1	0	0	1	0
57580	0	0	0	0	0
57590	0	0	0	0	0
57600	1	1	1	0	0
57610	0	1	0	0	0
57620	0	1	0	1	1
57630	0	1	1	0	0
57640	0	1	1	1	1
57650	1	1	0	1	1
57660	1	1	1	1	1
57670	1	1	0	1	1
57680	1	1	1	0	1
57690	0	0	0	0	0
57700	0	0	0	1	1
57710	0	0	1	0	0
57720	1	0	1	1	0
57730	1	1	0	1	0
57740	1	1	1	1	1
57750	0	0	1	1	1
57760	0	0	0	0	0
57770	0	0	0	0	0
57780	0	0	1	0	0
57790	0	0	0	0	0
57800	0	0	0	0	1
57810	1	0	0	0	1
57820	0	1	1	0	0
57830	0	0	0	0	0
57840	0	0	0	0	1
57850	1	0	0	1	1
57860	1	1	1	1	1
57870	1	1	1	1	1
57880	0	0	1	1	0
57890	0	1	1	1	1
57900	1	1	1	0	1
57910	0	0	0	0	1
57920	0	0	0	0	0
57930	0	0	1	0	1
57940	1	1	0	0	0
57950	1	1	1	1	1
57960	1	1	1	1	1
57970	1	1	1	1	1
57980	1	0	1	0	0
57990	1	0	1	0	0
58000	1	0	0	1	1
58010	0	0	0	0	0
58020	0	0	1	1	0
58030	1	1	0	0	1
58040	0	0	0	0	0
58050	0	0	0	0	0
58060	0	0	0	1	0
58070	0	0	1	0	1
58080	0	1	0	0	0
58090	0	0	0	0	0
58100	0	0	1	1	0
58110	0	1	1	0	1
58120	0	0	0	0	0
58130	0	0	0	0	0
58140	0	0	0	0	1
58150	0	0	1	0	0
58160	0	0	1	1	1
58170	1	1	0	0	0
58180	1	1	0	1	1
58190	0	1	0	0	0
58200	1	0	0	1	1
58210	1	0	0	0	0
58220	1	0	1	1	1
58230	0	0	0	1	1
58240	1	0	0	1	0
58250	0	0	0	0	0
58260	1	1	1	0	0
58270	0	1	1	0	1
58280	1	1	1	1	0
58290	1	0	1	0	0
58300	0	0	0	0	0
58310	0	0	0	0	0
58320	1	0	0	1	0
58330	1	0	0	1	0
58340	0	0	0	0	0
58350	0	0	1	0	1
58360	0	1	0	1	1
58370	1	0	1	1	0
58380	1	0	0	0	0
58390	1	1	1	1	1
58400	1	1	1	1	1
58410	1	1	1	1	1
58420	1	1	1	1	1
58430	0	0	1	1	1
58440	0	0	0	0	0
58450	1	0	0	0	1
58460	1	1	1	1	1
58470	0	0	0	0	0
58480	1	0	0	0	1
58490	1	1	0	0	1
58500	1	1	1	1	1
58510	1	1	1	1	1
58520	1	0	0	1	0
58530	1	1	1	0	1
58540	1	1	1	1	0
58550	0	0	0	0	0
58560	0	1	0	0	0
58570	1	0	1	1	1
58580	1	1	0	1	0
58590	0	1	1	1	1
58600	0	1	1	1	0
58610	1	0	0	0	0
58620	0	0	0	0	0
58630	0	0	0	1	0
58640	1	1	1	1	1
58650	1	1	1	1	1
58660	0	1	1	1	1
58670	0	1	0	0	1
58680	1	1	0	0	1
58690	0	0	0	0	0
58700	0	0	0	0	1
58710	0	0	0	0	0
58720	1	0	0	1	1
58730	0	0	0	0	0
58740	1	0	0	1	0
58750	0	0	0	1	0
58760	1	1	1	1	1
58770	1	1	1	1	1
58780	0	0	0	1	0
58790	0	0	0	0	0
58800	1	0	0	0	0
58810	0	1	0	0	0
58820	1	0	0	0	0
58830	0	1	0	1	1
58840	1	0	1	1	1
58850	1	1	1	1	1
58860	0	0	1	1	0
58870	0	1	0	1	1
58880	0	0	1	0	1
58890	0	0	0	1	1
58900	0	0	0	0	0
58910	0	1	1	0	1
58920	1	1	1	0	1
58930	1	0	0	1	1
58940	1	1	1	0	0
58950	1	0	1	1	0
58960	1	0	1	1	0
58970	0	0	0	1	1
58980	0	0	0	0	0
58990	1	0	1	0	0
59000	0	0	0	0	0
59010	1	1	0	0	0
59020	1	1	0	0	1
59030	1	1	1	1	0
59040	1	1	1	1	1
59050	1	1	0	1	1
59060	1	1	0	0	1
59070	1	0	1	1	1
59080	0	1	1	1	1
59090	0	0	0	0	0
59100	0	1	1	0	0
59110	1	0	0	0	1
59120	1	1	0	0	0
59130	1	0	1	1	1
59140	0	1	0	0	1
59150	1	1	1	1	1
59160	1	0	1	0	1
59170	0	1	0	0	0
59180	1	1	1	1	1
59190	0	0	0	0	0
59200	1	0	0	1	1
59210	1	0	1	0	1
59220	1	1	1	1	1
59230	0	1	1	1	1
59240	0	1	1	0	1
59250	0	1	0	0	0
59260	1	1	0	0	0
59270	1	1	1	1	1
59280	1	1	1	1	1
59290	0	0	0	1	1
59300	1	1	1	1	1
59310	0	1	1	1	1
59320	1	1	0	0	0
59330	0	0	0	0	0
59340	0	0	0	0	0
59350	0	1	1	0	1
59360	1	1	1	1	1
59370	1	0	0	0	0
59380	0	1	0	0	0
59390	0	0	0	0	0
59400	0	0	0	0	0
59410	0	0	0	0	0
59420	0	1	1	0	0
59430	0	1	0	0	0
59440	0	0	0	0	0
59450	0	0	1	0	1
59460	0	0	0	1	1
59470	1	1	1	1	1
59480	1	1	1	1	1
59490	1	1	0	1	1
59500	1	1	1	1	0
59510	0	1	0	1	1
59520	0	0	0	0	1
59530	0	1	1	0	1
59540	1	1	1	1	1
59550	1	0	1	0	1
59560	1	0	1	1	1
59570	1	1	1	1	1
59580	1	1	1	1	1
59590	1	1	0	1	1
59600	0	0	0	1	1
59610	1	1	1	1	0
59620	1	1	1	1	1
59630	1	0	0	0	1
59640	1	0	1	1	1
59650	1	1	0	1	1
59660	1	0	1	1	1
59670	1	1	1	1	1
59680	1	1	1	1	1
59690	1	1	0	1	1
59700	1	1	1	1	0
59710	0	0	0	0	0
59720	0	0	0	0	0
59730	0	0	0	0	0
59740	0	0	0	0	1
59750	0	0	1	1	1
59760	0	0	0	0	0
59770	0	0	0	0	0
59780	1	1	1	1	1
59790	1	0	1	1	1
59800	0	0	0	0	0
59810	1	0	0	1	0
59820	1	1	1	1	1
59830	1	0	0	1	0
59840	1	1	1	1	0
59850	1	1	1	1	1
59860	1	1	1	1	0
59870	0	1	1	1	0
59880	1	1	1	1	1
59890	1	1	0	1	0
59900	1	1	1	0	0
59910	1	1	1	1	1
59920	1	0	0	0	1
59930	0	0	0	0	0
59940	0	0	1	1	0
59950	0	0	1	0	1
59960	0	0	0	0	0
59970	0	0	0	0	0
59980	0	1	0	1	1
59990	1	1	1	0	1
60000	1	1	0	1	0
60010	0	1	0	1	0
60020	1	1	0	1	1
60030	1	1	0	1	1
60040	1	0	0	1	1
60050	0	0	0	0	1
60060	1	1	1	1	1
60070	1	0	1	1	1
60080	0	1	0	1	0
60090	1	1	1	0	1
60100	1	1	1	1	0
60110	0	0	0	0	0
60120	0	0	1	0	0
60130	0	0	1	0	0
60140	0	1	0	0	1
60150	1	1	1	1	1
60160	1	1	1	1	1
60170	1	1	1	1	1
60180	1	1	1	1	1
60190	0	1	0	0	0
60200	0	1	1	1	0
60210	0	1	0	1	0
60220	1	0	1	1	0
60230	0	0	1	0	0
60240	1	0	0	0	0
60250	0	0	0	0	0
60260	0	0	1	0	0
60270	0	0	1	1	1
60280	1	1	1	1	1
60290	1	1	1	1	0
60300	0	0	1	0	0
60310	0	0	1	0	1
60320	0	0	0	1	0
60330	1	1	1	1	1
60340	0	1	0	0	0
60350	1	1	0	0	1
60360	0	1	1	1	1
60370	1	0	1	1	1
60380	1	1	1	0	1
60390	1	1	1	1	1
60400	1	1	1	0	0
60410	0	0	1	0	1
60420	1	1	1	1	1
60430	1	0	0	1	0
60440	0	0	0	0	0
60450	0	1	1	1	0
60460	0	0	1	0	0
60470	1	1	1	0	1
60480	0	0	0	0	0
60490	0	0	0	0	0
60500	0	0	0	0	0
60510	1	1	1	0	1
60520	1	0	1	1	1
60530	0	1	1	1	1
60540	1	1	1	1	1
60550	0	1	1	1	1
60560	1	1	1	1	0
60570	1	1	0	1	0
60580	1	1	0	0	1
60590	0	1	0	0	1
60600	0	0	0	0	0
60610	0	0	1	0	0
60620	0	1	0	0	1
60630	1	1	1	0	1
60640	0	1	1	1	1
60650	1	0	1	1	0
60660	1	1	1	1	1
60670	1	1	1	1	1
60680	0	0	1	1	0
60690	1	1	1	0	0
60700	1	1	1	1	1
60710	1	0	0	0	0
60720	0	1	1	1	1
60730	1	0	1	1	1
60740	1	0	0	0	0
60750	0	1	0	1	0
60760	0	1	0	1	0
60770	1	1	1	0	1
60780	1	1	1	1	1
60790	1	1	1	1	1
60800	1	1	1	1	1
60810	0	0	0	0	0
60820	0	0	1	0	1
60830	1	1	1	1	0
60840	1	1	1	1	0
60850	1	1	1	1	1
60860	0	0	1	0	0
60870	0	0	0	0	0
60880	1	0	1	0	0
60890	0	1	1	1	0
60900	0	0	1	0	0
60910	0	0	0	0	0
60920	1	1	1	1	0
60930	0	0	1	1	1
60940	1	1	0	0	0
60950	1	1	0	1	1
60960	0	0	1	1	0
60970	1	1	1	1	0
60980	0	0	0	0	1
60990	1	1	1	1	1
61000	1	1	1	1	0
61010	1	1	1	1	1
61020	1	0	0	0	0
61030	1	0	0	1	1
61040	0	1	0	0	1
61050	1	0	0	0	1
61060	0	0	0	0	0
61070	0	1	0	0	1
61080	0	0	1	0	0
61090	0	0	1	0	0
61100	0	0	0	1	1
61110	1	1	0	0	1
61120	0	0	0	1	0
61130	0	0	0	0	0
61140	0	0	0	0	0
61150	0	0	0	0	0
61160	1	1	1	0	1
61170	0	1	1	0	0
61180	1	0	1	1	1
61190	1	0	0	1	1
61200	0	1	0	1	0
61210	0	0	1	0	0
61220	0	1	0	1	1
61230	0	0	0	0	0
61240	1	0	1	1	0
61250	0	1	0	0	1
61260	1	1	1	1	1
61270	0	0	0	0	0
61280	0	0	0	0	1
61290	1	0	0	0	1
61300	0	1	0	0	1
61310	0	0	0	0	1
61320	0	1	0	0	0
61330	1	0	0	0	0
61340	0	0	0	0	0
61350	0	0	0	0	1
61360	0	1	0	0	0
61370	0	0	0	0	0
61380	0	0	0	0	0
61390	0	0	0	0	0
61400	1	1	1	1	1
61410	1	1	1	1	1
61420	1	1	1	1	0
61430	0	1	1	0	1
61440	0	0	1	1	0
61450	0	1	0	1	0
61460	0	0	0	1	0
61470	0	1	0	0	0
61480	0	0	0	0	0
61490	0	0	0	1	1
61500	0	0	1	0	0
61510	1	0	0	0	0
61520	1	1	1	0	0
61530	1	0	0	0	0
61540	1	1	0	1	1
61550	1	1	1	1	1
61560	1	1	1	1	1
61570	0	0	1	1	1
61580	1	1	1	1	1
61590	1	1	1	0	1
61600	1	1	0	1	1
61610	1	0	1	1	1
61620	1	0	0	1	0
61630	1	0	0	1	1
61640	1	1	1	1	1
61650	1	0	1	0	1
61660	1	1	1	1	1
61670	0	1	1	0	1
61680	0	0	0	0	0
61690	0	0	0	0	0
61700	0	1	0	0	1
61710	1	0	1	0	0
61720	1	1	1	1	1
61730	1	1	1	1	1
61740	0	0	1	0	1
61750	0	1	0	0	0
61760	0	0	1	0	1
61770	1	0	1	0	0
61780	0	0	0	1	0
61790	1	0	1	1	1
61800	0	0	0	0	0
61810	0	0	0	0	0
61820	1	0	0	1	1
61830	1	1	1	1	1
61840	1	1	1	1	1
61850	0	0	1	0	0
61860	1	0	0	1	0
61870	0	0	0	0	0
61880	0	0	0	0	0
61890	1	0	0	0	0
61900	0	0	1	1	0
61910	1	1	0	1	1
61920	1	1	0	1	1
61930	1	1	1	1	1
61940	1	1	1	0	1
61950	1	1	1	0	1
61960	1	1	0	1	0
61970	1	0	0	1	0
61980	0	0	1	0	0
61990	0	1	1	0	0
62000	0	0	0	0	1
62010	1	1	0	0	0
62020	1	0	1	1	0
62030	1	1	1	1	1
62040	1	1	1	1	1
62050	1	1	1	1	1
62060	1	1	1	1	1
62070	1	1	1	1	1
62080	0	1	1	1	1
62090	1	1	0	1	1
62100	1	1	1	1	1
62110	0	1	0	1	1
62120	1	0	1	1	0
62130	0	0	0	0	0
62140	0	1	0	0	0
62150	1	0	1	1	0
62160	0	0	0	1	1
62170	0	0	0	0	0
62180	1	0	0	0	0
62190	1	1	0	1	0
62200	0	0	0	0	0
62210	0	0	0	1	0
62220	1	0	1	0	0
62230	0	0	1	1	0
62240	1	0	1	0	1
62250	1	0	0	1	0
62260	1	1	1	1	1
62270	1	0	0	0	0
62280	0	0	0	1	0
62290	0	0	0	1	1
62300	1	1	1	0	0
62310	0	0	0	0	0
62320	0	0	1	0	0
62330	0	0	0	0	1
62340	1	0	0	1	0
62350	0	0	1	0	0
62360	0	0	0	0	0
62370	0	0	0	0	0
62380	1	0	1	1	1
62390	1	1	0	1	1
62400	1	1	0	1	0
62410	0	0	1	0	0
62420	0	1	0	0	0
62430	0	0	0	0	0
62440	0	0	0	0	1
62450	0	0	0	0	0
62460	0	0	0	1	1
62470	1	0	1	1	1
62480	1	1	1	1	1
62490	0	0	0	1	0
62500	0	0	1	0	0
62510	1	0	1	1	0
62520	1	1	1	1	1
62530	1	1	1	1	1
62540	1	1	0	1	1
62550	0	1	0	0	0
62560	1	0	1	1	0
62570	0	0	0	0	0
62580	0	0	1	0	0
62590	0	0	0	0	0
62600	0	0	0	0	0
62610	0	0	0	0	0
62620	0	0	0	0	0
62630	1	1	1	1	1
62640	0	1	1	1	1
62650	1	1	1	0	1
62660	0	1	1	0	1
62670	0	1	0	0	1
62680	1	0	0	0	0
62690	0	1	0	0	0
62700	1	1	1	1	1
62710	1	1	1	1	1
62720	1	1	1	1	1
62730	0	1	0	0	0
62740	0	0	0	1	0
62750	0	0	0	0	0
62760	1	0	1	1	0
62770	0	0	0	0	0
62780	0	1	1	0	1
62790	1	1	1	1	1
62800	1	1	1	1	1
62810	1	0	1	0	0
62820	1	1	1	0	1
62830	0	1	0	0	1
62840	1	0	0	0	0
62850	0	0	0	1	0
62860	0	0	1	0	1
62870	0	1	0	1	1
62880	1	1	0	1	1
62890	0	0	1	1	1
62900	0	0	0	0	0
62910	0	0	0	1	0
62920	1	0	1	0	0
62930	1	1	1	1	0
62940	1	1	1	1	1
62950	0	1	1	1	0
62960	1	1	1	1	1
62970	1	1	0	1	1
62980	0	1	0	1	0
62990	1	0	1	0	0
63000	0	1	0	0	1
63010	0	1	1	0	1
63020	1	1	1	1	1
63030	1	1	1	1	1
63040	1	1	1	1	1
63050	1	0	1	0	1
63060	0	1	1	0	0
63070	1	1	1	1	1
63080	1	1	1	0	0
63090	0	1	1	1	0
63100	0	0	1	1	1
63110	1	0	0	1	1
63120	1	1	1	1	1
63130	1	1	1	1	1
63140	0	1	0	1	0
63150	1	0	0	0	0
63160	1	1	1	1	0
63170	1	1	1	1	1
63180	1	1	1	1	1
63190	1	1	1	1	1
63200	1	1	1	1	1
63210	1	1	1	1	1
63220	1	1	1	1	1
63230	1	1	1	0	1
63240	0	0	1	1	0
63250	1	1	1	0	1
63260	1	1	0	0	1
63270	0	0	0	0	0
63280	1	1	1	1	1
63290	1	1	0	1	0
63300	0	0	1	1	1
63310	1	1	1	1	1
63320	1	0	1	1	1
63330	1	1	0	1	1
63340	0	1	0	1	1
63350	1	1	1	0	1
63360	0	1	1	0	1
63370	0	0	1	1	0
63380	0	0	0	0	0
63390	0	0	0	0	1
63400	0	1	1	1	1
63410	1	1	1	1	1
63420	0	1	1	0	1
63430	1	0	1	1	0
63440	0	0	0	0	0
63450	1	1	1	1	1
63460	1	1	1	1	1
63470	1	1	1	1	1
63480	0	0	1	0	1
63490	0	0	0	1	0
63500	0	0	0	1	1
63510	0	0	0	0	1
63520	1	0	0	0	1
63530	0	1	0	1	1
63540	1	1	1	0	1
63550	0	0	1	1	1
63560	1	0	0	0	0
63570	1	1	0	0	1
63580	1	0	1	1	1
63590	0	0	0	1	0
63600	0	0	0	0	1
63610	1	1	0	0	1
63620	0	0	0	0	0
63630	0	1	0	0	0
63640	0	0	0	0	0
63650	1	1	1	1	0
63660	1	1	1	1	1
63670	1	1	1	1	1
63680	1	1	1	1	1
63690	1	1	1	1	1
63700	0	0	0	1	0
63710	1	1	1	1	1
63720	1	1	1	0	1
63730	1	1	1	1	1
63740	1	0	0	0	0
63750	1	0	0	0	0
63760	1	0	0	1	1
63770	0	1	0	1	0
63780	1	1	0	0	1
63790	1	1	1	1	1
63800	0	0	0	1	1
63810	0	0	0	0	0
63820	0	0	1	0	0
63830	0	0	0	0	0
63840	0	0	0	0	0
63850	1	1	0	0	1
63860	0	0	1	1	1
63870	1	0	0	1	0
63880	1	0	1	1	1
63890	1	1	1	1	1
63900	0	0	0	1	1
63910	0	0	0	1	0
63920	0	1	1	0	1
63930	0	1	1	1	1
63940	1	0	0	0	0
63950	0	0	1	1	1
63960	1	0	0	0	0
63970	1	0	1	0	1
63980	1	1	1	0	1
63990	1	1	0	0	0
64000	0	0	0	1	0
64010	0	0	0	0	0
64020	1	1	0	0	1
64030	1	0	0	0	0
64040	0	0	0	0	0
64050	0	0	0	0	0
64060	0	0	1	0	0
64070	0	1	0	0	0
64080	0	0	0	0	0
64090	0	1	0	1	1
64100	0	1	0	0	1
64110	1	1	1	0	0
64120	1	0	0	1	0
64130	1	0	1	0	0
64140	0	0	0	0	0
64150	1	0	0	0	1
64160	1	1	1	1	1
64170	0	1	1	1	0
64180	1	1	1	1	1
64190	1	1	0	1	1
64200	1	1	0	0	1
64210	0	0	1	1	1
64220	0	0	0	0	1
64230	1	1	0	1	0
64240	1	1	1	1	1
64250	1	1	1	1	1
64260	1	1	1	1	1
64270	0	1	1	1	1
64280	0	1	1	1	1
64290	1	1	1	1	1
64300	1	1	1	1	1
64310	1	1	0	1	1
64320	1	1	1	1	1
64330	0	1	1	1	1
64340	1	1	0	1	1
64350	1	0	0	1	1
64360	0	0	1	1	0
64370	0	0	1	1	1
64380	0	1	1	1	0
64390	1	1	1	0	0
64400	1	0	1	0	1
64410	0	0	1	1	1
64420	0	0	0	0	0
64430	0	0	0	0	0
64440	1	1	0	0	1
64450	0	1	1	0	1
64460	1	1	1	1	1
64470	1	1	0	1	1
64480	1	1	1	1	1
64490	1	1	1	0	0
